VC_COMP_CODE,ITEM_CODE,ITEM_NAME,CLASIFICATION,GROUP_NAME,SUB_GROUP_NAME,STOCK_Consumption_MONTH,Stock_BAL,REORDER_LEVEL,PENDING_PO,PENDING_SO
01,00150,WIP 1,Semi-Finished Goods,Electrical Assy,MCU WIP,0,0,500,0,0
01,00161,WIP 4,Semi-Finished Goods,Electrical Assy,MCU WIP,0,0,500,0,0
01,00164,WIP 5,Semi-Finished Goods,Electrical Assy,MCU WIP,0,0,500,0,0
01,00154,WIP 2,Semi-Finished Goods,Electrical Assy,MCU WIP,0,0,500,0,0
01,00158,WIP 3,Semi-Finished Goods,Electrical Assy,MCU WIP,0,0,500,0,0
02,00171,STEEL BAR 10MM 12 MTR,Raw Material,Construction Materials,Steel Bar,0,0,0,0,0
03,00171,STEEL BAR 10MM 12 MTR,Raw Material,Construction Materials,Steel Bar,0,0,0,0,0
04,00171,STEEL BAR 10MM 12 MTR,Raw Material,Construction Materials,Steel Bar,0,0,0,0,0
01,00171,STEEL BAR 10MM 12 MTR,Raw Material,Construction Materials,Steel Bar,0,90,0,0,0
02,00518,MEDICINE,Finished Goods,BRANDED MEDICINE,Anti-Infectives,0,0,0,0,0
02,00145,ATORLIP TAB 40MG 30S,Finished Goods,BRANDED MEDICINE,Antibacterial,0,0,0,0,0
03,00518,MEDICINE,Finished Goods,BRANDED MEDICINE,Anti-Infectives,0,0,0,0,0
03,00145,ATORLIP TAB 40MG 30S,Finished Goods,BRANDED MEDICINE,Antibacterial,0,0,0,0,0
04,00518,MEDICINE,Finished Goods,BRANDED MEDICINE,Anti-Infectives,0,0,0,35,0
04,00145,ATORLIP TAB 40MG 30S,Finished Goods,BRANDED MEDICINE,Antibacterial,0,0,0,0,0
01,00518,MEDICINE,Finished Goods,BRANDED MEDICINE,Anti-Infectives,0,0,0,0,0
01,00145,ATORLIP TAB 40MG 30S,Finished Goods,BRANDED MEDICINE,Antibacterial,0,1000,1000,0,0
02,00172,SFG PIN 10X100MM CUTTING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
02,00174,SFG PIN 10X100MM TURNING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
03,00172,SFG PIN 10X100MM CUTTING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
03,00174,SFG PIN 10X100MM TURNING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
04,00174,SFG PIN 10X100MM TURNING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
04,00172,SFG PIN 10X100MM CUTTING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
01,00174,SFG PIN 10X100MM TURNING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
01,00172,SFG PIN 10X100MM CUTTING,Semi-Finished Goods,ROUND BAR,STEEL,0,0,0,0,0
02,00195,COMPUTER,Finished Goods,AUTO PARTS,BODY COMPONENTS,0,0,0,0,0
02,00173,PIN 10X100MM,Finished Goods,AUTO PARTS,BREAKING SYSTEM,0,0,0,0,0
03,00195,COMPUTER,Finished Goods,AUTO PARTS,BODY COMPONENTS,0,0,0,0,0
03,00173,PIN 10X100MM,Finished Goods,AUTO PARTS,BREAKING SYSTEM,0,0,0,0,0
04,00195,COMPUTER,Finished Goods,AUTO PARTS,BODY COMPONENTS,0,0,0,0,0
04,00173,PIN 10X100MM,Finished Goods,AUTO PARTS,BREAKING SYSTEM,0,0,0,0,0
01,00195,COMPUTER,Finished Goods,AUTO PARTS,BODY COMPONENTS,0,0,0,0,0
01,00173,PIN 10X100MM,Finished Goods,AUTO PARTS,BREAKING SYSTEM,0,0,0,0,0
02,00276,MASH CORN TEST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
02,00176,CORN,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
02,00177,SPIRIZYME FUEL,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
02,00180,YEAST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
03,00276,MASH CORN TEST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
03,00176,CORN,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
03,00177,SPIRIZYME FUEL,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
03,00180,YEAST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
04,00276,MASH CORN TEST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
04,00176,CORN,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
04,00177,SPIRIZYME FUEL,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
04,00180,YEAST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
01,00276,MASH CORN TEST,Raw Material,DISTELLARY,ALCOHOL,0,0,0,0,0
01,00176,CORN,Raw Material,DISTELLARY,ALCOHOL,0,500,200,0,0
01,00177,SPIRIZYME FUEL,Raw Material,DISTELLARY,ALCOHOL,0,2000,150,0,0
01,00180,YEAST,Raw Material,DISTELLARY,ALCOHOL,0,500,100,0,0
02,00179,MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
02,00181,FERMENTED MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
02,00182,LOW WINES,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
02,00410,PRE TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
02,00411,RO WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
02,00413,UF TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
03,00179,MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
03,00181,FERMENTED MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
03,00182,LOW WINES,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
03,00410,PRE TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
03,00411,RO WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
03,00413,UF TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
04,00179,MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
04,00181,FERMENTED MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
04,00182,LOW WINES,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,0,0,0
04,00410,PRE TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
04,00411,RO WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
04,00413,UF TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
01,00179,MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,200,0,0
01,00181,FERMENTED MASH CORN,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,100,0,0
01,00182,LOW WINES,Semi-Finished Goods,DISTELLARY WIP,ALCOHOL WIP,0,0,100,0,0
01,00410,PRE TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
01,00411,RO WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
01,00413,UF TREATED WATER,Semi-Finished Goods,DISTELLARY WIP,DISTILLED WATER,0,0,0,0,0
02,00183,ETHANOL,Finished Goods,DISTELLARY ETHANOL,ALCOHOL ETH,0,0,0,0,0
03,00183,ETHANOL,Finished Goods,DISTELLARY ETHANOL,ALCOHOL ETH,0,0,0,0,0
04,00183,ETHANOL,Finished Goods,DISTELLARY ETHANOL,ALCOHOL ETH,0,0,0,0,0
01,00183,ETHANOL,Finished Goods,DISTELLARY ETHANOL,ALCOHOL ETH,0,100,150,0,20
